"Member","Joint","Result Case","Force X (kips)","Force Y (kips)","Force Z (kips)","Moment X (kips-ft)","Moment Y (kips-ft)","Moment Z (kips-ft)"
"10000","1000","SRV","0","0","-2.08979388743844E-13","0","1.27901975740678E-13","0"
"10000","1000","SRV","0","0","1.55356911557114E-13","0","1.57315187440454E-13","0"
"10000","1001","SRV","0","0","-1.55356911557114E-13","0","1.27679891652362E-14","0"
"10000","1001","SRV","0","0","2.08979388743844E-13","0","1.24382312190526E-13","0"
"10001","1001","SRV","-3.21401404950673E-13","0","-2.49511901176206E-13","0","2.51687376552016E-15","0"
"10001","1001","SRV","-8.92096321658078E-14","0","-2.65438205178026E-14","0","5.01450046956464E-13","0"
"10001","1002","SRV","8.92096321658078E-14","0","1.29999995231627","0","0.324999988079406","0"
"10001","1002","SRV","3.21401404950673E-13","0","1.29999995231649","0","0.324999988079441","0"
"10002","1002","SRV","8.12579206574111E-13","0","-1.29999995231663","0","-0.324999988079929","0"
"10002","1002","SRV","4.33377677748589E-13","0","-1.29999995231627","0","-0.324999988079312","0"
"10002","1003","SRV","-4.33377677748589E-13","0","2.59999990463256","0","1.29999995231675","0"
"10002","1003","SRV","-8.12579206574111E-13","0","2.59999990463291","0","1.29999995231816","0"
"10003","1003","SRV","5.79648890785306E-13","0","-2.5999999046329","0","-1.29999995231714","0"
"10003","1003","SRV","4.31975058190445E-13","0","-2.59999990463242","0","-1.29999995231622","0"
"10003","1004","SRV","-4.31975058190445E-13","0","3.90000009536728","0","2.92499995231519","0"
"10003","1004","SRV","-5.79648890785306E-13","0","3.90000009536776","0","2.92499995231609","0"
"10004","1004","SRV","-1.73629357614269E-13","0","-3.90000009536785","0","-2.92499995231812","0"
"10004","1004","SRV","5.31381364667051E-14","0","-3.90000009536738","0","-2.92499995231572","0"
"10004","1005","SRV","-5.31381364667051E-14","0","5.19999980926508","0","5.19999980926343","0"
"10004","1005","SRV","1.73629357614269E-13","0","5.19999980926555","0","5.19999980926595","0"
"10005","1005","SRV","-3.00085403829773E-13","0","-5.19999980926542","0","-5.19999980926657","0"
"10005","1005","SRV","-1.1891372801474E-13","0","-5.1999998092651","0","-5.19999980926364","0"
"10005","1006","SRV","1.1891372801474E-13","0","6.49999999999996","0","8.12499999999884","0"
"10005","1006","SRV","3.00085403829773E-13","0","6.50000000000029","0","8.12500000000152","0"
"10006","1006","SRV","6.2736879542112E-13","0","-223.133398509245","0","-8.12499999999573","0"
"10006","1006","SRV","4.15021817285121E-13","0","-102.110999107138","0","-8.12500000000037","0"
"10006","1007","SRV","-4.15021817285121E-13","0","103.410999297873","0","59.5054993628353","0"
"10006","1007","SRV","-6.2736879542112E-13","0","224.43339869998","0","120.016699063888","0"
"10007","1007","SRV","5.8862777508141E-13","0","-224.43339869998","0","-120.016699063888","0"
"10007","1007","SRV","7.64397810901288E-13","0","-103.410999297873","0","-59.5054993628364","0"
"10007","1008","SRV","-7.64397810901288E-13","0","104.710999488608","0","111.535999297875","0"
"10007","1008","SRV","-5.8862777508141E-13","0","225.733398890715","0","232.558398699981","0"
"10008","1008","SRV","2.89335255114547E-13","0","-324.097401118498","0","-232.55839869998","0"
"10008","1008","SRV","3.20618881256246E-13","0","-203.075001716391","0","-111.535999297874","0"
"10008","1009","SRV","-3.20618881256246E-13","0","204.375000953451","0","213.398506641055","0"
"10008","1009","SRV","-2.89335255114547E-13","0","325.397400355558","0","394.932105939307","0"
"10009","1009","SRV","-4.53270354746881E-12","0","84.7666377106029","0","-213.398506641383","0"
"10009","1009","SRV","-3.65190659827905E-12","0","148.623377772849","0","-364.67526112759","0"
"10009","1010","SRV","3.65190659827905E-12","0","-147.323378535788","0","290.688570730963","0"
"10009","1010","SRV","4.53270354746881E-12","0","-83.4666384735423","0","171.340184853538","0"
"10010","1010","SRV","-4.40240384966085E-12","0","83.4666384735423","0","-171.340184853538","0"
"10010","1010","SRV","-3.76348321165611E-12","0","147.323378535788","0","-290.688570730963","0"
"10010","1011","SRV","3.76348321165611E-12","0","-146.023378345054","0","217.351875086435","0"
"10010","1011","SRV","4.40240384966085E-12","0","-82.1666382828075","0","129.931861492125","0"
"10011","1011","SRV","-4.12490643933064E-12","0","82.1666382828075","0","-129.931861492125","0"
"10011","1011","SRV","-3.1880372337644E-12","0","146.023378345054","0","-217.351875086435","0"
"10011","1012","SRV","3.1880372337644E-12","0","-144.723378154319","0","144.665184846642","0"
"10011","1012","SRV","4.12490643933064E-12","0","-80.8666380920726","0","89.1735388346192","0"
"10012","1012","SRV","-3.65229057400075E-12","0","80.8666380920726","0","-89.1735388346192","0"
"10012","1012","SRV","-3.18675823751304E-12","0","144.723378154319","0","-144.665184846642","0"
"10012","1013","SRV","3.18675823751304E-12","0","-143.423377963584","0","72.628494808672","0"
"10012","1013","SRV","3.65229057400075E-12","0","-79.5666379013377","0","49.0652200621927","0"
"10013","1013","SRV","-3.99375270162213E-12","0","79.5666379013377","0","-49.0652200621927","0"
"10013","1013","SRV","-3.40950800548356E-12","0","143.423377963584","0","-72.628494808672","0"
"10013","1014","SRV","3.40950800548356E-12","0","-142.123377772849","0","1.24180800777334","0"
"10013","1014","SRV","3.99375270162213E-12","0","-78.2666377106029","0","9.60690230514653","0"
"10014","1014","SRV","-4.08511330578249E-12","0","78.2666377106029","0","-9.60690230514653","0"
"10014","1014","SRV","-3.46340976990966E-12","0","142.123377772849","0","-1.24180800777334","0"
"10014","1015","SRV","3.46340976990966E-12","0","-140.823378535788","0","-69.4948828629491","0"
"10014","1015","SRV","4.08511330578249E-12","0","-76.9666384735423","0","-29.2014189347273","0"
"10015","1015","SRV","-3.51606269974321E-12","0","76.9666384735423","0","29.2014189347273","0"
"10015","1015","SRV","-3.29867702477498E-12","0","140.823378535788","0","69.4948828629491","0"
"10015","1016","SRV","3.29867702477498E-12","0","-139.523378345054","0","-139.581571513729","0"
"10015","1016","SRV","3.51606269974321E-12","0","-75.6666382828075","0","-67.3597362671467","0"
"10016","1016","SRV","-3.93193174274689E-12","0","75.6666382828075","0","67.3597362671467","0"
"10016","1016","SRV","-3.51569535074511E-12","0","139.523378345054","0","139.581571513729","0"
"10016","1017","SRV","3.51569535074511E-12","0","-138.223378154319","0","-209.018263902028","0"
"10016","1017","SRV","3.93193174274689E-12","0","-74.3666380920726","0","-104.868060222752","0"
"10017","1017","SRV","-2.5730954555594E-12","0","74.3666380920726","0","104.868060222752","0"
"10017","1017","SRV","-2.75352106314165E-12","0","138.223378154319","0","209.018263902028","0"
"10017","1018","SRV","2.75352106314165E-12","0","-136.923377963584","0","-277.80495852095","0"
"10017","1018","SRV","2.5730954555594E-12","0","-73.0666379013377","0","-141.726382599358","0"
"10018","1018","SRV","-3.42683699470322E-12","0","73.0666379013377","0","141.726382599358","0"
"10018","1018","SRV","-3.1964241300031E-12","0","136.923377963584","0","277.80495852095","0"
"10018","1019","SRV","3.1964241300031E-12","0","-135.623378011268","0","-345.941634901823","0"
"10018","1019","SRV","3.42683699470322E-12","0","-71.7666379490214","0","-177.934691540677","0"
"10019","1019","SRV","-2.91812977325655E-12","0","71.7666379490214","0","177.934691540677","0"
"10019","1019","SRV","-2.98901754823824E-12","0","135.623378011268","0","345.941634901823","0"
"10019","1020","SRV","2.98901754823824E-12","0","-134.323378058951","0","-413.428327271366","0"
"10019","1020","SRV","2.91812977325655E-12","0","-70.4666379967052","0","-213.493014293312","0"
"10020","1020","SRV","-3.42810257557617E-12","0","70.4666379967052","0","213.493014293312","0"
"10020","1020","SRV","-3.42222610747602E-12","0","134.323378058951","0","413.428327271366","0"
"10020","1021","SRV","3.42222610747602E-12","0","-133.023378106635","0","-480.265019446589","0"
"10020","1021","SRV","3.42810257557617E-12","0","-69.1666380443889","0","-248.401335355569","0"
"10021","1021","SRV","-3.28873351065942E-12","0","69.1666380443889","0","248.401335355569","0"
"10021","1021","SRV","-2.99093773167163E-12","0","133.023378106635","0","480.265019446589","0"
"10021","1022","SRV","2.99093773167163E-12","0","-131.723378094714","0","-546.451713932717","0"
"10021","1022","SRV","3.28873351065942E-12","0","-67.8666380324679","0","-282.659658611347","0"
"10022","1022","SRV","-2.95212879423648E-12","0","67.8666380324679","0","282.659658611347","0"
"10022","1022","SRV","-2.93481304335584E-12","0","131.723378094714","0","546.451713932717","0"
"10022","1023","SRV","2.93481304335584E-12","0","-130.423378082793","0","-611.988402405228","0"
"10022","1023","SRV","2.95212879423648E-12","0","-66.566638020547","0","-316.267981178397","0"
"10023","1023","SRV","-2.84314725622391E-12","0","66.566638020547","0","316.267981178397","0"
"10023","1023","SRV","-2.66388571203994E-12","0","130.423378082793","0","611.988402405228","0"
"10023","1024","SRV","2.66388571203994E-12","0","-129.123378011268","0","-676.875101569369","0"
"10023","1024","SRV","2.84314725622391E-12","0","-65.2666379490214","0","-349.226302986167","0"
"10024","1024","SRV","-3.733539947074E-12","0","-216.875708912693","0","698.909538085457","0"
"10024","1024","SRV","-3.73782934375477E-12","0","-129.279160949948","0","426.575329363901","0"
"10024","1025","SRV","3.73782934375477E-12","0","130.579160902264","0","-361.610753271085","0"
"10024","1025","SRV","3.733539947074E-12","0","218.17570886501","0","-590.146683301747","0"
"10025","1025","SRV","-2.98389304983309E-12","0","-218.17570886501","0","590.146683301747","0"
"10025","1025","SRV","-2.89319351851984E-12","0","-130.579160902264","0","361.610753271085","0"
"10025","1026","SRV","2.89319351851984E-12","0","131.879160616162","0","-295.996161391353","0"
"10025","1026","SRV","2.98389304983309E-12","0","219.475708578907","0","-480.733822779905","0"
"10026","1026","SRV","-3.27665584854451E-12","0","-219.475708578907","0","480.733822779905","0"
"10026","1026","SRV","-3.11440617162649E-12","0","-131.879160616162","0","295.996161391353","0"
"10026","1027","SRV","3.11440617162649E-12","0","133.179160806897","0","-229.73158495705","0"
"10026","1027","SRV","3.27665584854451E-12","0","220.775708769642","0","-370.670970893154","0"
"10027","1027","SRV","-2.0968880948891E-12","0","-220.775708769642","0","370.670970893154","0"
"10027","1027","SRV","-2.65937590695503E-12","0","-133.179160806897","0","229.73158495705","0"
"10027","1028","SRV","2.65937590695503E-12","0","134.479160997631","0","-162.817000729069","0"
